centroid_x,centroid_y,major_axis,minor_axis,circularity,area,distance_from_center,filename,time_type,datetime,body_length,movement
641.0,349.0,104.33091735839844,34.12821960449219,0.5148911844966784,2620.5,316.9479452528443,03441.jpg,昼,2024-01-01 18:33:30,69.22956848144531,0.0
641.0,349.0,104.53333282470705,34.52076721191406,0.5201120714501624,2612.5,316.9479452528443,03442.jpg,昼,2024-01-01 18:33:40,69.52705001831055,0.0
642.0,349.0,105.3581085205078,33.91688537597656,0.5063467244206948,2620.0,316.4253466459348,03443.jpg,昼,2024-01-01 18:33:50,69.63749694824219,1.0
641.0,349.0,105.10913848876952,35.19690704345703,0.5215592708663266,2632.0,316.9479452528443,03444.jpg,昼,2024-01-01 18:34:00,70.15302276611328,1.0
642.0,349.0,105.47225189208984,34.595516204833984,0.5015365506888467,2612.0,316.4253466459348,03445.jpg,昼,2024-01-01 18:34:10,70.03388404846191,1.0
642.0,349.0,104.50495147705078,34.30213165283203,0.5136926951645002,2621.5,316.4253466459348,03446.jpg,昼,2024-01-01 18:34:20,69.4035415649414,0.0
641.0,349.0,106.23072814941406,32.99503707885742,0.5166757050963283,2619.5,316.9479452528443,03447.jpg,昼,2024-01-01 18:34:30,69.61288261413574,1.0
642.0,349.0,104.21690368652344,34.22977828979492,0.5151349234187719,2587.5,316.4253466459348,03448.jpg,昼,2024-01-01 18:34:40,69.22334098815918,1.0
642.0,349.0,96.12374877929688,34.33582305908203,0.5429946365780238,2434.0,316.4253466459348,03449.jpg,昼,2024-01-01 18:34:50,65.22978591918945,0.0
642.0,349.0,99.46537017822266,35.07636642456055,0.5299239192678502,2507.0,316.4253466459348,03450.jpg,昼,2024-01-01 18:35:00,67.2708683013916,0.0
642.0,349.0,101.84265899658205,34.150516510009766,0.5256057580321387,2515.5,316.4253466459348,03451.jpg,昼,2024-01-01 18:35:10,67.9965877532959,0.0
642.0,349.0,105.73268127441406,33.77775573730469,0.5243317972775159,2550.5,316.4253466459348,03452.jpg,昼,2024-01-01 18:35:20,69.75521850585938,0.0
642.0,349.0,102.53651428222656,33.9254035949707,0.5383790287254923,2547.0,316.4253466459348,03453.jpg,昼,2024-01-01 18:35:30,68.23095893859863,0.0
642.0,349.0,104.2699966430664,33.7820930480957,0.5112443392383501,2563.0,316.4253466459348,03454.jpg,昼,2024-01-01 18:35:40,69.02604484558105,0.0
642.0,349.0,103.39144134521484,34.19501876831055,0.5183658360759386,2569.5,316.4253466459348,03455.jpg,昼,2024-01-01 18:35:50,68.7932300567627,0.0
641.0,349.0,104.8275375366211,34.073123931884766,0.5317623285074817,2576.5,316.9479452528443,03456.jpg,昼,2024-01-01 18:36:00,69.45033073425293,1.0
642.0,349.0,103.31275177001952,33.920997619628906,0.5104668941272944,2593.0,316.4253466459348,03457.jpg,昼,2024-01-01 18:36:10,68.61687469482422,1.0
641.0,349.0,104.39013671875,33.494102478027344,0.523266907769412,2569.5,316.9479452528443,03458.jpg,昼,2024-01-01 18:36:20,68.94211959838867,1.0
642.0,349.0,104.6333236694336,34.031776428222656,0.538596189792162,2590.0,316.4253466459348,03459.jpg,昼,2024-01-01 18:36:30,69.33255004882812,1.0
642.0,349.0,103.89610290527344,34.56934356689453,0.5174085288215019,2601.0,316.4253466459348,03460.jpg,昼,2024-01-01 18:36:40,69.23272323608398,0.0
642.0,349.0,107.4848861694336,34.25891876220703,0.5321887420390777,2601.0,316.4253466459348,03461.jpg,昼,2024-01-01 18:36:50,70.87190246582031,0.0
642.0,348.0,104.7940902709961,34.96767044067383,0.530309932411654,2599.0,317.2790569829657,03462.jpg,昼,2024-01-01 18:37:00,69.88088035583496,1.0
641.0,349.0,106.16862487792967,34.1604118347168,0.5251112361260578,2608.0,316.9479452528443,03463.jpg,昼,2024-01-01 18:37:10,70.16451835632324,1.4142135623730951
642.0,349.0,103.25439453125,34.27677536010742,0.5280031605230124,2605.0,316.4253466459348,03464.jpg,昼,2024-01-01 18:37:20,68.76558494567871,1.0
642.0,349.0,101.46431732177734,34.65104675292969,0.5405202177585126,2589.0,316.4253466459348,03465.jpg,昼,2024-01-01 18:37:30,68.05768203735352,0.0
641.0,349.0,104.3833236694336,34.110389709472656,0.5319784427835423,2619.5,316.9479452528443,03466.jpg,昼,2024-01-01 18:37:40,69.24685668945312,1.0
642.0,349.0,104.09969329833984,34.261592864990234,0.5275273911136129,2620.0,316.4253466459348,03467.jpg,昼,2024-01-01 18:37:50,69.18064308166504,1.0
641.0,349.0,105.03799438476562,34.01526641845703,0.5263193126164041,2614.0,316.9479452528443,03468.jpg,昼,2024-01-01 18:38:00,69.52663040161133,1.0
641.0,349.0,108.52416229248048,34.06599807739258,0.5301448939418754,2633.0,316.9479452528443,03469.jpg,昼,2024-01-01 18:38:10,71.29508018493652,0.0
641.0,349.0,105.68480682373048,33.645606994628906,0.5208189503516707,2611.0,316.9479452528443,03470.jpg,昼,2024-01-01 18:38:20,69.66520690917969,0.0
642.0,349.0,105.77643585205078,34.81276321411133,0.503756412977877,2621.5,316.4253466459348,03471.jpg,昼,2024-01-01 18:38:30,70.29459953308105,1.0
642.0,349.0,101.75725555419922,33.11851119995117,0.535975053247675,2400.5,316.4253466459348,03472.jpg,昼,2024-01-01 18:38:40,67.4378833770752,0.0
